gold,estate,cryto,stock,class,risk,profit
6.67,36.08,1022.31,83.51,A,Y,486.52
29.45,68.84,1011.64,59.7,A,N,438.41
22.26,60.77,1018.26,85.94,C,N,442.58
25.64,47.01,1014.81,62.29,C,Y,454.48
22.46,58.33,1013.21,68.68,B,N,445.9
24.12,51.43,1006.55,83.77,C,N,441.49
31.85,68.3,1014.76,47.06,B,Y,428.72
25.63,58.86,1014.86,52.75,C,Y,443.84
17.09,42.42,1009.03,72.01,A,Y,464.11
26.22,69.89,1015.46,76.63,B,Y,433.61
8.26,39.42,1025.89,70.53,C,N,474.72
23.2,73.17,1012,89.92,B,N,438.64
20.92,63.86,1020.49,72.98,B,N,449.09
6.67,39.37,1019.99,75.61,C,N,486.84
29.6,71.94,1007.07,62.65,C,N,429.02
23.27,67.9,1006.17,71.01,C,N,447.25
28.43,63.31,1013.44,49.99,A,Y,432.62
13.84,42.18,1015.74,79.76,C,Y,468.66
11.42,40.35,1011.55,82.71,C,Y,478.7
23.66,69.51,1012.9,52.59,C,N,435.39
26.09,70.4,1007.41,85.37,A,Y,432.52
18.5,47.03,1013.97,93.6,C,Y,460.08
16.28,42.99,1007.5,77.27,A,Y,464.13
8.61,41.04,1024.81,95.6,C,Y,473.62
26.11,62.44,1010.68,72.59,C,Y,438.87
5,40.64,1021.05,94.84,B,N,485.27
22.95,63.94,1013.91,81.52,C,N,438.33
15.92,39.16,1006.59,71.32,B,N,460.45
23.07,65.27,1013.24,58.38,C,N,443.42
26.42,59.54,1007.02,76.28,C,Y,438.5
11.64,38.25,1013.33,85.79,B,N,472.34
17.11,49.78,1007.25,100.09,C,N,453.22
7.17,41.92,1031.97,83.86,C,Y,485.08
27.52,66.48,1004.99,52.54,C,Y,429.67
8.25,43.14,1011.3,87.1,C,N,479.95
24.49,59.87,1018.4,59.95,A,Y,444.54
28.19,71.97,1008.85,84.67,B,Y,438.8
17.76,40.55,1002.82,73.77,A,Y,461.8
20.9,67.71,1007.16,59.02,A,Y,446.57
22.31,61.45,1009.25,98.56,B,Y,437.05
8.88,41.54,1019.05,80.77,B,N,484.99
20.01,52.9,1018.05,58.88,B,N,455.57
23.36,59.15,1013.71,86.64,C,N,442.53
25.54,61.08,1013.14,71.15,C,N,447.06
24.5,58.66,1011.54,57.92,C,Y,451.03
12.68,43.7,1016.07,86.89,A,N,471.8
11.52,39.18,1023.43,83.29,C,N,474.35
28.08,64.44,1013.02,64.34,C,N,440.26
28.66,74.93,1014.04,51.26,C,N,440.79
30.02,69.04,1009.68,56.01,B,Y,440.49
9.53,40.62,1015.57,75.49,C,N,469.9
18.58,63.78,1016.24,78.74,B,N,453.96
8.91,40.11,1022.87,78.39,B,Y,475.43
26.44,59.15,1013.35,60.71,A,Y,439.65
23.86,73.5,1011.34,87.32,B,N,438.62
30.02,73.5,1010.52,44.91,C,N,429.84
12.17,49.83,1008.05,96.44,C,Y,469.52
25.58,61.08,1013.37,71.27,A,N,446.32
12.73,40.27,1005.68,68.77,B,Y,475.61
10.74,44.85,1014.25,71.61,A,N,476.83
15.25,46.36,1019.69,95.83,C,Y,461.68
27.35,77.95,1012.14,74.14,A,N,431.72
30.28,67.22,1014.39,53.32,B,N,447.67
24.88,51.43,1011.28,67.38,C,N,441.03
33.74,69.98,1012.51,43.3,B,Y,425.35
32.57,65.74,1011.03,46.27,C,N,440.56
27.54,68.27,1008.12,56.42,A,Y,433
16.09,44.71,1017.86,42.74,C,N,464.95
23.86,52.84,1006.56,48.94,B,N,444.66
27.78,70.8,1009.81,79.57,A,Y,431.44
24.11,68.63,1014.34,45.28,A,Y,448.45
6.39,35.57,1025.53,77.23,A,N,487.69
14.16,39.28,1015.63,77.29,B,N,471.27
13.43,43.56,1013.02,66.36,C,Y,472.94
20.11,42.04,1010.79,60.31,B,Y,464.13
7.32,39.42,1026.15,76.51,B,N,476.12
13.71,45.08,1023.35,82.93,C,N,468.43
21.49,68.28,1004.68,80.64,B,Y,438
15.25,39.58,1012.1,73.05,B,Y,466.21
19.81,56.65,1020.62,67.99,C,Y,457.72
25.71,71.73,1009.72,75.29,C,N,434.16
9,36.3,1027.11,75.89,C,Y,480.31
28.85,57.19,1008.2,58.4,C,Y,436.8
14.66,40.73,1017.45,88.57,C,N,459.23
21.94,57.5,1014.64,78.52,B,Y,451.1
26.48,66.54,1011.61,51.9,C,N,438.87
24.08,49.3,1003.23,70.42,C,Y,443.46
25.95,63.47,1011.77,66.22,B,Y,445.5
19.76,62.1,1020.07,73.55,C,Y,450.44
5.07,40.07,1019.32,66.17,C,Y,494.87
5.62,41.38,1020.91,86.21,C,N,490.83
6.8,37.8,1021.09,70.02,A,Y,485.96
24.77,57.17,1010.66,73,B,N,441.12
18.59,44.63,1003.99,86.22,C,N,459.65
11.17,44.77,1018.2,79.6,B,N,470.85
25.87,47.01,1014.67,61.87,A,N,452.32
15.46,37.64,1014.57,87.53,B,N,462.96
22.63,58.41,1013.69,90.32,C,Y,445.43
29.59,74.78,1009.45,55.75,C,N,436.77
22.25,60.84,1018.07,73.67,A,Y,443.99
31.53,74.99,1003.93,58.29,C,N,432.34
17.95,49.21,1012.05,59.44,A,N,455.1
29.45,64.96,1005.52,59.92,B,N,433.04
31.31,64.44,1014.24,51.08,C,N,438.14
8.41,40.67,1019.97,69.2,C,N,489.25
22.85,60.08,1018.05,67.12,C,Y,452.5
16.02,39.54,1007.73,72.81,A,Y,466.15
15.12,43.79,1016.37,75.62,B,Y,470.11
14.47,48.79,1017.05,69.87,B,Y,466.25
12.1,41.17,1013.72,75.61,C,Y,478.1
15.38,43.99,1022.42,83.41,B,N,462.48
22.16,65.48,1017.22,70.51,C,Y,446
26.31,72.39,1001.16,88.43,C,Y,434.53
15.14,39.72,1002.96,72.52,C,Y,460.15
26.49,61.86,1012.55,74.24,C,N,440.21
23.06,56.85,1012.5,64.03,A,N,440.03
16.21,50.9,1012.46,84.45,A,Y,462.68
8.76,41.82,1033.29,76.5,B,Y,480.08
11.92,40.55,1016.91,100.07,A,N,472.45
28.64,73.4,1011.48,52.84,B,N,441.32
17.95,59.15,1012.73,84.27,C,Y,449.14
33.82,73.03,1013.49,42.17,C,N,439.3
5.82,40.78,1024.82,96.01,C,Y,470.02
20.41,48.06,1012.62,76.21,C,N,451.26
31.23,72.58,1006.61,60.8,C,Y,427.58
6.58,40.07,1014.22,55.44,C,N,493.72
13.1,41.48,1009,87.41,C,Y,460.34
20.13,40.33,1005.31,85.42,B,Y,460.09
29.12,74.87,1009.85,62.51,A,N,435.51
19.57,68.61,1011.13,96.4,A,N,448.73
25.38,72.24,1010.76,89.64,C,N,432.3
12.56,41.4,1019.23,74.26,B,N,472.54
28.25,57.19,1007.99,67.9,B,N,436.99
27.24,77.17,1009.37,81.51,A,N,439.12
16.41,44.92,1024.27,84.16,A,Y,462.12
26.1,63.56,1013.12,61,B,N,442.75
17.37,41.23,998.79,68.44,C,Y,461.08
31.81,66.44,1011.21,53.55,A,Y,426.84
13.83,45.08,1024.2,80.52,B,Y,465.5
28.43,73.18,1012.52,71.05,B,N,427.11
12.07,38.25,1012.67,81.66,A,Y,470.36
14.73,58.2,1019.45,82.48,C,N,458.56
16.65,56.89,1013.52,87.44,B,Y,452.52
22.56,60.29,1018.19,67.53,A,N,447.15
23.76,61.5,1009.15,68.52,C,N,441.16
14.72,38.91,1015.17,61.75,C,N,468.87
22.63,58.49,1010.94,72.7,B,N,448.38
21.82,58.66,1011.71,64.37,B,N,452.16
20.88,47.45,1007.5,76.21,C,N,449.34
18.4,43.96,1012.4,77.81,C,N,464.63
23.29,65.61,1014.81,70.27,C,N,447.67
26.65,74.67,1015.73,77.32,C,Y,435.9
24.62,72.43,1007.97,84.36,C,N,436.89
27.94,69.84,1003.11,70.47,C,N,428.67
27.96,68.51,1007.26,63.21,C,N,432.07
25.52,71.73,1009.91,79.55,C,N,434.67
9.28,41.38,1021.96,72.22,A,Y,486.18
20.5,51.19,1009,91.79,C,Y,445.35
24.38,47.01,1015.17,68.96,A,N,454.85
25.69,59.54,1004.05,81.69,A,Y,439.06
13.86,44.21,1022.6,83.56,C,Y,468.3
31.44,64.44,1014.04,49.15,C,N,437.6
26.88,69.51,1012.76,45.03,B,N,436.3
27.83,69.04,1009.69,63.79,A,Y,443.24
29.66,59.22,1013.25,61.2,C,N,441.58
11.49,41.54,1020.17,70.91,C,N,476.74
5.62,41.31,1001.37,89.16,B,Y,485.6
31,71.77,1006.29,48.56,C,Y,431.07
28.18,71.85,1008.78,82.88,A,N,427.83
5.76,40.07,1013.22,62.99,B,N,494.67
14.73,36.99,1007.32,90.84,A,N,468.23
24.91,57.17,1010.88,72.97,B,Y,446.01
25.12,77.95,1009.26,82.95,C,Y,433.4
21.42,56.89,1014.39,84.05,A,N,444.86
26.06,54.5,1015.52,67.12,C,Y,451.67
21.14,58.98,1009.05,94.36,C,N,448.31
6.91,39.37,1019.58,71.02,B,Y,488.2
13.97,53.82,1016.81,62.32,A,N,465.24
14.64,42.77,1017.59,79.6,A,Y,464.27
31.58,66.54,1003.26,54,A,Y,429.73
10.27,41.44,1017.04,77.09,C,N,479.3
7.94,43.65,1018.75,59.45,C,Y,479.8
9.32,36.3,1027.67,73.25,B,Y,479.52
11.87,41.58,1017.29,90.3,C,N,464.77
22.58,43.79,1015.66,44.18,A,N,460.3
19.2,59.21,1017.84,89.56,A,N,450.86
30.18,68.24,1009.31,64.06,C,N,427.38
26.27,71.98,1005.72,86.15,C,N,427.65
19.39,43.14,1012.75,44.21,A,N,464.55
12.81,44.34,1015.55,90.37,A,N,474.03
30.93,69.98,1013.33,62.1,C,Y,432.25
20.03,57.19,1007.31,81.69,A,Y,446.46
27.34,71.29,1008.32,56.51,C,N,434.94
17.7,48.98,1015.79,83.18,B,N,454.41
20.61,65.61,1014.91,83.82,C,N,449.72
13.82,40.2,1013.19,90.11,A,Y,466.99
31.77,76.09,1007.4,73.36,C,Y,431.69
26.55,69.45,1013.88,55.39,A,Y,435.64
20.42,62.96,1020.34,84,A,N,452.08
20.76,59.04,1012.51,85.39,A,Y,448.92
26.08,76.86,1003.3,79.49,C,N,436.85
22.86,66.48,1003.77,71.22,C,Y,435.56
30.33,70.32,1007.75,52.49,C,Y,430.1
27.22,67.9,1005.73,57.29,B,N,441.22
25.22,69.88,1007.17,80.26,A,N,443.24
15.3,38.62,1017.19,70.63,C,N,462.65
24.01,50.16,1004.22,75.32,B,N,443.03
8.01,40.62,1015.62,86.43,C,Y,476.22
19.31,44.71,1016.13,30.59,C,N,463
22.07,70.72,1010.52,82.96,B,N,442.88
27.31,68.14,1005.73,50.74,C,Y,437.83
19.89,50.78,1008.85,92.97,C,N,446.35
14.07,46.18,1017.77,87.83,C,Y,465.05
12.07,40.81,1025.63,68.02,C,N,475.96
31.19,69.68,1012.6,52.06,C,Y,440.97
26.7,62.26,1011,71.64,A,Y,435.03
21.94,58.79,1010.3,88.21,C,Y,447.52
12.19,40.23,1017.76,81.44,B,Y,474.92
13.03,41.26,1022.17,79.79,C,Y,466.02
28.55,74.33,1011.77,73.34,C,N,426.48
15.73,38.73,1002.48,76.91,C,N,466.63
16.22,41.35,1000.96,79.59,C,Y,462.21
27.44,47.93,1002.71,59.44,C,Y,437.76
25.51,64.27,1013.28,61.85,B,N,444.76
19.14,56.65,1020.84,82.97,C,N,458.06
16.5,44.2,1018.94,63.59,A,Y,458.3
13.78,45.51,1015.56,69.92,A,Y,468.17
13.29,71.14,1019.63,75.09,B,Y,464.18
27.06,77.17,1008.71,90.6,B,Y,432.2
13.67,44.92,1023.6,85.35,C,N,467.71
14.7,44.9,1021.87,83.9,B,Y,468.69
11.48,37.5,1014.38,69.75,C,Y,472.9
16.95,58.86,1015.96,87.8,C,N,453.2
22.3,50.78,1008.85,81.27,A,N,449.86
27.37,70.72,1009.77,67.87,C,Y,441.9
18.61,44.06,1016.91,75.01,C,N,452.68
27.98,74.87,1010.02,66.44,A,N,435.32
9.39,39.66,1019.22,75.33,C,N,482.16
22.19,48.78,1017.84,76.01,A,N,446.51
25.48,60.29,1017.55,51.22,C,N,443.77
27.51,71.32,1007.59,80.02,C,Y,433.16
11.37,39.16,1016.54,87.05,C,N,480.54
8.68,43.14,1011.94,79.06,C,N,480.73
25.3,59.43,1009.15,58.3,C,Y,442.5
12.82,48.14,1017.47,81.45,C,N,467.48
20.31,49.69,1011.57,69.03,A,N,455.37
23,49.5,1014.15,66.68,B,N,454.44
14.24,45.01,1013.54,88.68,C,Y,461.64
20.17,50.66,1014.38,82.09,B,N,454.79
7.69,38.06,1020.72,83.47,A,N,483.54
30.36,69.04,1009.6,58.73,C,N,436.72
29.12,66.51,1015.69,37.9,A,N,432.88
27.01,67.98,1006.01,67.98,A,Y,434.65
24.24,72.43,1008.02,86.4,B,Y,436.6
22.49,58.71,1009.75,76.43,B,Y,443.33
23.76,70.32,1012.13,78.84,C,Y,434.64
18.09,43.72,1008.64,74.15,B,N,453.02
15.96,41.66,1011.93,55.47,C,Y,466.39
25.54,61.08,1013.77,69.64,B,N,448.57
22.96,70.79,1005.68,93.93,B,N,434.47
14.76,39.64,1010.37,81.99,B,N,465.82
16.16,52.05,1013.19,75.37,C,N,463.09
22.36,59.44,1013.1,84.74,C,Y,446.75
25.79,65.27,1013.26,55.35,C,Y,440.04
18.78,63.09,1019.22,80.2,C,N,452.86
6.49,36.3,1016.52,69.1,C,Y,483.43
19.4,49.69,1012.89,75.53,B,Y,455.6
6.16,38.5,1012.83,93.68,A,Y,490.92
15.31,41.35,1005.09,95.25,B,Y,466.5
5.74,40.62,1016.31,84.91,A,Y,481.15
30.31,77.24,1008.02,67.84,C,N,435.28
24.54,72.24,1011.43,74.1,A,N,435.08
22.97,72.24,1011.15,95.85,C,Y,437.41
22.45,59.87,1018.92,72.73,B,Y,445.34
13.9,41.17,1016.84,72.9,C,N,468.96
17.78,52.08,1006.9,100.09,C,N,453.31
9.59,40.11,1026.05,74.27,B,Y,470.71
11.91,44.45,1021.39,84.49,B,N,466.52
31.26,70.36,1006.49,60.47,A,N,438.15
23.82,64.15,1020.96,60.11,C,N,447.37
25.02,69.75,1010.04,91.86,C,N,437.87
25.47,70.36,1005.79,77.73,A,N,437.02
27.13,59.54,1004.33,73.27,C,Y,438.32
24.6,48.78,1018.1,73.71,A,N,442.23
24.95,76.16,1006.2,76.16,C,N,437.47
7.55,41.04,1027.03,83.32,B,N,476.58
34.24,74.67,1016.24,25.56,B,N,425.58
19.94,44.9,1008.52,74.69,C,N,459.47
27.14,63.13,1013.38,75.68,B,Y,438.82
28.56,74.22,1007.45,69.6,C,N,434.54
13.05,44.34,1018.47,81.2,B,Y,473.4
26.72,74.87,1010.18,70.74,C,Y,441.93
12.5,43.67,1013.99,90.91,C,Y,473.26
20.62,68.12,1012.33,79.88,C,N,447.16
16.17,38.01,1022.19,70.99,B,Y,462.54
9.58,38.08,1019.49,67.54,B,Y,478.5
25.42,73.21,1001.91,93.78,B,Y,432.04
30.31,70.36,1006.55,59.92,B,N,439.11
23.76,51.19,1009.69,70.87,A,Y,442.9
29.42,79.74,1007.24,61.26,C,N,437.61
8.8,42.32,1017.91,86.8,A,Y,483.88
27.16,72.58,1009.24,90.26,B,Y,429.59
19.75,49.02,1009.38,92.89,A,N,446.63
30.44,68.84,1010.97,55.34,A,Y,438.31
18.6,41.67,1013.07,64.23,C,Y,458.91
19.65,45.01,1014.18,56.77,C,Y,451.63
15.99,49.21,1015.17,76.4,C,Y,463.47
8.73,41.26,1020.54,91.37,A,Y,476.42
15.99,39.63,1006.09,89.92,B,N,464.95
5.56,45.87,1006.99,96.48,C,N,476.61
8.88,39.66,1015.21,88.29,A,Y,481.45
5.42,41.38,1020.77,86.02,A,N,491.38
8.97,36.24,1013.21,90.77,A,N,477.89
18.18,61.87,1008.64,66.28,B,Y,453.1
12.87,41.5,1013.51,85.72,A,Y,469.44
14.23,46.18,1017.39,87.29,B,Y,463.86
18.17,66.86,1011.29,78.48,B,N,452.77
19.73,49.69,1007.78,73.02,C,N,454.28
25.36,61.41,1011.89,55.64,C,Y,452.29
29.78,73.42,1011.27,52.79,C,Y,445.58
32,58.9,1003.48,51.38,C,Y,437.81
18.64,67.71,1003.84,89.63,C,Y,442.26
13.16,43.71,1024.44,85.68,A,Y,469.06
7.64,40.02,1031.58,71.19,A,Y,479.43
11.87,41.78,1012.97,64.79,A,Y,470.84
20.56,59.14,1016.02,68.59,C,N,448.82
11.41,39.61,1018.69,69.44,C,Y,467.19
26.11,52.36,1013.9,59.62,C,N,453.76
19.06,56.65,1020.82,82.14,A,Y,455.7
9.13,40.02,1031.08,74.76,C,N,473.47
8.44,41.17,1019.9,70.72,C,N,486.15
14.44,42.32,1015.61,76.85,B,Y,462.13
6.3,39.33,1010.63,94.26,C,N,489.95
13.47,44.88,1017.56,93.23,A,N,476.67
20.66,41.54,1014.68,79.7,C,Y,461.55
23.62,45.87,1007.75,58.69,C,N,445.55
16.69,46.18,1011,97.85,A,Y,458.57
28.01,44.89,1008.98,48.52,C,Y,444.76
21.73,64.63,1020.84,68.9,A,N,450.36
30.35,69.51,1009.95,39.24,B,Y,430.07
8.67,36.66,1026.8,84.36,C,N,480.38
30.51,59.57,1011.08,61.94,B,Y,436.92
26.12,66.75,1017.86,79.02,C,Y,433.67
13.11,38.73,1005.89,89.02,A,N,473.38
21.41,62.39,1007.84,88.83,B,Y,452.8
12.33,45.51,1016.49,79.2,A,Y,471.16
24.02,77.54,1008.33,83.92,A,Y,438.52
9.37,38.56,1016.84,62.07,C,Y,482.77
11.26,44.92,1023.63,88.99,B,Y,474.69
30.12,69.71,1009.1,52.02,A,N,435.85
4.65,35.19,1018.23,94.78,B,Y,489.36
28.21,70.8,1010.45,77.92,B,Y,435.99
30.83,71.58,1009.92,48.8,A,N,432.11
6.59,39.37,1020.34,77.92,C,N,488.17
21.84,64.69,1007.57,77.34,C,N,450.25
31.63,70.17,999.4,59.94,B,N,432.07
4.7,39.9,1007.45,91.02,A,N,487.78
31.11,75.33,1002.32,64.25,A,N,433.37
18.21,41.23,993.11,62.29,B,Y,457.53
9.82,39.64,1010.79,69.22,A,N,477.93
16.77,38.01,1023.04,65.5,A,Y,460.16
16.88,39.99,1007.08,74.29,A,Y,462.83
21.08,70.32,1011.39,88.79,C,Y,440.59
22.79,69.13,1010.87,91.47,C,N,438.08
26.96,62.39,1008.14,73.95,A,Y,437.41
30.87,67.32,1013.78,34.54,C,N,436.96
19.74,45.38,1015.11,80.67,B,N,459.39
24.22,71.14,1009.38,64.53,B,Y,438.88
16.27,44.21,1020.56,82.22,C,N,462.11
14.41,46.18,1016.25,88.88,C,Y,462.49
10.48,41.38,1021.97,65.22,A,Y,481.41
14.24,44.84,1023.6,94.06,C,N,466.67
23.08,74.78,1009.85,83.67,B,Y,437.86
25.77,73.68,1014.18,87.53,C,Y,429.84
17.94,62.1,1019.81,82.65,B,Y,453.55
9.43,41.4,1028.42,84.92,B,N,479.28
13.98,41.79,1010.6,83.84,C,N,457.12
25.02,47.45,1008.07,60.42,C,N,446.62
30.99,69.82,1009.41,50.84,A,Y,437.46
17.17,63.09,1020.54,95.98,C,Y,446.75
19.4,42.44,1013.19,58.63,B,N,459.76
24.1,68.08,1012.73,65.24,A,N,440.33
12.07,39.99,1009.7,93.27,A,Y,473.06
9.55,40.72,1023.12,68.06,B,N,481.08
9.57,52.75,1022.32,75.4,C,Y,470.93
21.74,70.32,1011.88,85.95,B,N,439.19
30.99,68.51,1008,71.35,B,Y,430.09
17.88,45.87,1008.39,93.63,C,Y,455.83
17.51,53.16,1013.13,82.86,A,Y,457.45
7.79,43.13,1019.67,85.35,C,Y,484.42
31.56,66.44,1008.91,64.16,C,N,430.11
30.58,68.84,1011.34,51.29,A,N,439.71
13.35,39.64,1010.1,93.3,C,Y,471.69
17.9,67.71,1004.3,89.59,A,Y,449.73
21.94,50.32,1008.44,86.98,A,Y,444.89
31.49,69.13,1009.33,53.9,B,N,425.74
8.48,42.49,1010.77,88.68,A,N,483.5
26.85,73.77,1001.2,90.13,B,N,431.24
26.75,60.96,1012.05,56.77,A,N,447.93
24.91,64.45,1013.02,42.34,B,Y,450.84
23.03,68.08,1012.63,70.37,B,Y,441.71
12.99,40.55,1007.52,94.15,A,Y,472.18
23.79,48.06,1012.92,60.03,B,Y,447.59
23.42,63.07,1011.72,75.81,C,N,444.23
32.09,69.4,1003.1,56.91,B,N,430.62
21.78,51.43,1007.45,88.71,C,N,446.56
31.92,69.13,1000.77,58.91,A,Y,425.19
22.79,50.78,1008.65,58.39,A,N,447.12
10.52,42.18,1014.9,95.67,C,Y,469.03
7.64,42.28,1008.46,84.29,C,Y,484.78
15.8,41.2,1016.08,77.83,C,Y,468.55
17.3,46.21,1013.56,87.57,C,N,456.77
18.26,61.27,1019.1,74.74,A,N,428.67
14.03,41.79,1008.07,83.32,A,Y,457.98
24.55,58.86,1015.22,60.53,C,Y,445.8
24.6,57.32,1012.48,45.14,B,Y,442.64
25.04,70.36,1006.56,75.91,C,N,436.47
32.31,62.04,1010.45,38.01,C,N,449.65
21.17,64.15,1021.25,62.38,A,N,454.15
9.15,40.11,1023.82,75.4,C,N,475.01
27.34,63.78,1016.5,48.4,A,N,446.56
11.7,43.41,1016.08,62.27,B,Y,467.51
27.58,73.06,1009.63,88.31,A,Y,438.1
20.53,54.9,1016.61,61.28,B,N,454.67
9.55,41.44,1015.07,85.94,C,N,481.75
9.94,41.44,1015.21,87.02,C,Y,481.24
6.71,40.72,1022.78,80.69,B,N,483.11
31.09,64.05,1011.32,61.14,A,N,440.62
17.23,40.12,1013.52,81.55,B,Y,456.2
18.27,58.2,1018.34,72.73,B,N,448.17
9.06,36.3,1015.14,58.71,B,Y,477.38
14.66,41.66,1012.89,62.41,C,Y,466.87
23.79,58.2,1016.77,55.88,A,N,446.88
31.33,58.9,1003.77,52.34,C,N,439.54
10.26,43.14,1019.68,98.97,C,Y,466.75
33.75,64.96,1002.54,39.28,C,Y,432.62
18.72,60.07,1015.81,70.55,C,N,454.35
20.71,58.18,1007.63,98.44,C,Y,447.06
28.87,71.97,1008.74,82.61,B,Y,435.86
12.63,48.04,1013,100.13,A,Y,464.6
13.69,34.03,1018.45,65.76,C,Y,469.12
20.3,67.32,1013.49,80.9,C,N,441.51
14.93,42.44,1012.65,86.8,A,Y,471.24
25.43,69.13,1002.2,86.44,C,Y,431.53
24.85,71.98,1005.97,95.09,A,N,433.64
14.67,45.01,1014.28,67.91,C,Y,460.47
3.63,38.44,1016.16,87.38,A,N,487.87
28.54,72.99,1007.42,67.87,C,N,432
15.26,41.2,1016,76.06,C,Y,467.98
29.88,68.08,1011.14,55.78,B,N,429.33
5.65,40.72,1022.46,85.17,A,N,487.09
9.2,39.82,1013.19,91.25,B,N,482.89
18.85,44.63,1009.06,84.75,C,N,456.72
28.16,61.47,1009.19,62.53,C,Y,442.48
13.15,42.44,1014.51,99.53,A,N,469.34
16.97,50.9,1012.31,82.65,C,Y,463.28
17.33,42.28,1007.97,50.33,A,N,462.26
17.39,46.21,1013.94,82.73,A,Y,454.06
26.26,65.06,1013.58,52.72,C,Y,440.92
13.72,45.01,1014.07,77,C,N,464.59
10.99,44.63,1020.67,90.09,B,Y,473.29
8.94,41.74,1022.55,90.74,C,Y,483.53
22.5,59.43,1010.31,72.17,B,N,441.92
23.62,68.63,1013.18,50.57,B,N,447.3
17.17,44.68,1018.72,83.58,B,Y,462.53
12.47,38.25,1012.74,82.89,B,N,469.56
16.65,46.18,1010.6,95.69,A,N,465.6
24.56,71.94,1006.81,89.59,A,N,437.97
25.49,47.45,1007.89,57.04,B,Y,444.52
7.33,40,1018.96,80.76,B,Y,478.16
20.52,43.79,1015.9,68.1,B,N,463.93
13.61,41.16,1020.49,75.09,C,Y,462.67
22.5,45.38,1014.11,65.08,C,Y,458.19
28.24,65.27,1013.43,48.74,B,N,439.36
30.04,67.25,1017.65,52.84,C,Y,435.17
14.38,44.84,1024.59,81.68,B,Y,471.6
24.78,68.63,1013.96,43.7,C,Y,448.43
19.99,40.79,1003.15,87.55,A,Y,455.28
16.01,43.69,1017.12,62.43,B,N,465.89
29.09,72.43,1006.86,65.47,C,Y,427.3
13.31,40.03,1017.73,84.48,B,Y,470.31
33.34,69.88,1007.65,42.72,C,N,437.84
26.88,59.21,1013.54,58.13,B,N,437.11
15.69,37.87,1022.63,87.71,C,Y,462.16
27.58,78.05,1010.83,94.98,C,Y,431.95
20.51,63.86,1020.65,75.36,A,Y,447.18
13.56,39.52,1016.61,78.35,C,N,470.67
22.64,59.27,1012.58,83.55,A,Y,446.2
30.29,71.58,1010.01,54.03,A,N,434.27
10.15,41.62,1015.86,97.4,C,N,463.89
23.07,57.5,1015.7,75.47,C,Y,447.49
7.29,40.96,1023.01,90.78,A,N,488.65
25.34,69.48,1008.4,74.79,C,Y,433.81
19.66,58.79,1017.17,84.16,B,Y,447.93
17.77,56.53,1019.57,79.89,B,Y,457.94
14.34,42.86,1031.75,66.81,B,Y,466.17
14.4,42.99,1010.3,89.72,C,Y,469.34
18.31,62.1,1020.38,79.02,A,Y,455.24
13.56,40.03,1017.73,83.76,C,Y,472.59
6.17,41.31,1002.49,87.59,C,Y,481.27
25.04,51.95,1005.56,66.53,C,Y,449.45
14.49,41.16,1000.5,82.17,C,N,465.24
22.31,43.43,1010.64,56.44,A,N,449.67
16.38,46.97,1013.6,73.67,A,Y,459.87
23.48,65.12,1015.82,60.83,C,Y,445.66
11.58,39.69,1005.17,86.55,A,Y,469.6
14.74,43.99,1023.13,86.31,C,N,461.82
15.33,42.28,1008.19,66.15,B,Y,465.2
26.14,69.14,1007.1,88.27,C,N,439.03
32.86,68.51,1008.43,46.78,A,N,432.38
28.88,63.76,1010.16,56.34,B,Y,435.54
27.59,54.2,1013.1,51.61,C,Y,439.31
21.85,69.94,1010.89,79.4,A,Y,443
6.58,43.02,1014.03,84.95,A,N,488.22
20.38,62.52,1017.85,75.56,B,Y,456.56
9.53,38.18,1018.43,75.33,B,Y,476.54
16.76,53.16,1014.13,81.87,B,Y,457.98
32.31,68.94,1006.11,71.78,C,N,431.14
10.22,39.96,1025.05,96.05,C,Y,471.36
10.72,39.35,1015.35,86.43,B,Y,480.18
21.68,64.15,1021.09,70.88,B,N,454.32
21.13,51.43,1007.43,88.72,A,Y,445.4
29.14,75.23,1010.15,54.87,C,Y,434.82
12.04,43.69,1016.58,80.16,A,Y,474.97
10.1,41.4,1024.29,85.94,C,Y,474.28
28.72,68.14,1005.82,46.52,A,Y,443.26
28.84,60.23,1009.7,59,A,N,437.82
18.68,52.84,1004.65,88.27,B,Y,450.19
16.5,44.63,1020.58,64.11,C,Y,458.78
27.18,64.44,1012.81,61.27,C,Y,440.3
20.08,58.79,1017.32,81.59,A,N,451.21
19.64,56.65,1020.79,73.88,C,N,456.03
27.77,62.26,1010.88,66.45,B,N,430.19
31.4,71.06,1008.44,74.77,B,N,433.34
3.68,39.64,1011.31,84.05,A,Y,490.02
11.89,40.03,1019.53,89.48,A,Y,471.85
7.63,40.56,1023.13,81.01,C,N,486.7
26.38,71.73,1010.04,69.45,B,Y,431.66
22.89,48.98,1014.55,48.21,A,Y,448.56
17.98,53.29,1018.29,83.46,C,Y,455.71
14.22,48.6,1006.26,88.05,B,Y,459.69
22.35,57.76,1017.92,68.18,B,N,453.74
22.2,57.17,1009.82,78.43,C,Y,447.75
16.89,49.21,1015.19,70.39,A,Y,458.25
22.51,59.21,1018.35,71.97,C,Y,444.66
15.11,42.99,1007.53,85.75,C,Y,466.25
25.15,73.67,1007.42,85.48,B,Y,435.9
15.47,44.9,1021.59,81.74,C,N,465.61
11.1,40,1021.29,86.58,C,N,477.2
20.78,60.84,1018.66,80.4,B,N,445.82
